"Line","Column","Message","Extent","RuleName","Severity","ScriptName","ScriptPath","RuleSuppressionID","SuggestedCorrections","IsSuppressed"
"59","10","The cmdlet 'Get-ScapeFrameCoordinates' uses a plural noun. A singular noun should be used instead.","Get-ScapeFrameCoordinates","PSUseSingularNouns","Warning","Geometry.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\Geometry.psm1","Get-ScapeFrameCoordinates","Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent[]","False"
"79","10","The cmdlet 'Get-ScapeGridCoordinates' uses a plural noun. A singular noun should be used instead.","Get-ScapeGridCoordinates","PSUseSingularNouns","Warning","Geometry.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\Geometry.psm1","Get-ScapeGridCoordinates","Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent[]","False"
"188","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Geometry.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\Geometry.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
,,"Missing BOM encoding for non-ASCII encoded file 'Geometry.psm1'",,"PSUseBOMForUnicodeEncodedFile","Warning","Geometry.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\Geometry.psm1",,,"False"
"209","9","The variable 'prof' is assigned but never used.","$prof","PSUseDeclaredVarsMoreThanAssignments","Warning","KeyBindings.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\KeyBindings.psm1","prof",,"False"
"124","13","The cmdlet 'Get-ScapeKeyBindings' returns an object of type 'System.Object[]' but this type is not declared in the OutputType attribute.","return @($Script:KeyBindingProfiles[$Profile].Values)","PSUseOutputTypeCorrectly","Information","KeyBindings.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\KeyBindings.psm1",,,"False"
"126","9","The cmdlet 'Get-ScapeKeyBindings' returns an object of type 'System.Object[]' but this type is not declared in the OutputType attribute.","return @($Script:KeyBindingRegistry.Values)","PSUseOutputTypeCorrectly","Information","KeyBindings.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\KeyBindings.psm1",,,"False"
"16","10","The cmdlet 'Initialize-ScapeKeyBindings' uses a plural noun. A singular noun should be used instead.","Initialize-ScapeKeyBindings","PSUseSingularNouns","Warning","KeyBindings.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\KeyBindings.psm1","Initialize-ScapeKeyBindings","Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent[]","False"
"116","10","The cmdlet 'Get-ScapeKeyBindings' uses a plural noun. A singular noun should be used instead.","Get-ScapeKeyBindings","PSUseSingularNouns","Warning","KeyBindings.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\KeyBindings.psm1","Get-ScapeKeyBindings","Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent[]","False"
"244","10","The cmdlet 'Export-ScapeKeyBindings' uses a plural noun. A singular noun should be used instead.","Export-ScapeKeyBindings","PSUseSingularNouns","Warning","KeyBindings.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\KeyBindings.psm1","Export-ScapeKeyBindings","Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent[]","False"
"289","10","The cmdlet 'Import-ScapeKeyBindings' uses a plural noun. A singular noun should be used instead.","Import-ScapeKeyBindings","PSUseSingularNouns","Warning","KeyBindings.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\KeyBindings.psm1","Import-ScapeKeyBindings","Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent[]","False"
"130","10","Function 'Set-ScapeKeyBindingProfile' has verb that could change system state. Therefore, the function has to support 'ShouldProcess'.","Set-ScapeKeyBindingProfile","PSUseShouldProcessForStateChangingFunctions","Warning","KeyBindings.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\KeyBindings.psm1",,,"False"
"223","10","Function 'Set-ScapeKeyBinding' has verb that could change system state. Therefore, the function has to support 'ShouldProcess'.","Set-ScapeKeyBinding","PSUseShouldProcessForStateChangingFunctions","Warning","KeyBindings.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\KeyBindings.psm1",,,"False"
"44","17","The Variable 'Profile' is an automatic variable that is built into PowerShell, assigning to it might have undesired side effects. If assignment is not by design, please use a different name.","$Profile","PSAvoidAssignmentToAutomaticVariable","Warning","KeyBindings.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\KeyBindings.psm1","Profile",,"False"
"79","17","The Variable 'Profile' is an automatic variable that is built into PowerShell, assigning to it might have undesired side effects. If assignment is not by design, please use a different name.","$Profile","PSAvoidAssignmentToAutomaticVariable","Warning","KeyBindings.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\KeyBindings.psm1","Profile",,"False"
"119","19","The Variable 'Profile' is an automatic variable that is built into PowerShell, assigning to it might have undesired side effects. If assignment is not by design, please use a different name.","$Profile","PSAvoidAssignmentToAutomaticVariable","Warning","KeyBindings.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\KeyBindings.psm1","Profile",,"False"
"204","17","The Variable 'Profile' is an automatic variable that is built into PowerShell, assigning to it might have undesired side effects. If assignment is not by design, please use a different name.","$Profile","PSAvoidAssignmentToAutomaticVariable","Warning","KeyBindings.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\KeyBindings.psm1","Profile",,"False"
"229","17","The Variable 'Profile' is an automatic variable that is built into PowerShell, assigning to it might have undesired side effects. If assignment is not by design, please use a different name.","$Profile","PSAvoidAssignmentToAutomaticVariable","Warning","KeyBindings.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\KeyBindings.psm1","Profile",,"False"
"16","10","The cmdlet 'Initialize-ScapeKeyBindings' does not have a help comment.","Initialize-ScapeKeyBindings","PSProvideCommentHelp","Information","KeyBindings.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\KeyBindings.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"38","10","The cmdlet 'Register-ScapeKeyBinding' does not have a help comment.","Register-ScapeKeyBinding","PSProvideCommentHelp","Information","KeyBindings.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\KeyBindings.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"74","10","The cmdlet 'Unregister-ScapeKeyBinding' does not have a help comment.","Unregister-ScapeKeyBinding","PSProvideCommentHelp","Information","KeyBindings.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\KeyBindings.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"96","10","The cmdlet 'Get-ScapeKeyBinding' does not have a help comment.","Get-ScapeKeyBinding","PSProvideCommentHelp","Information","KeyBindings.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\KeyBindings.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"116","10","The cmdlet 'Get-ScapeKeyBindings' does not have a help comment.","Get-ScapeKeyBindings","PSProvideCommentHelp","Information","KeyBindings.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\KeyBindings.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"130","10","The cmdlet 'Set-ScapeKeyBindingProfile' does not have a help comment.","Set-ScapeKeyBindingProfile","PSProvideCommentHelp","Information","KeyBindings.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\KeyBindings.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"171","10","The cmdlet 'Invoke-ScapeChordDetection' does not have a help comment.","Invoke-ScapeChordDetection","PSProvideCommentHelp","Information","KeyBindings.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\KeyBindings.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"199","10","The cmdlet 'Resolve-ScapeInputToAction' does not have a help comment.","Resolve-ScapeInputToAction","PSProvideCommentHelp","Information","KeyBindings.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\KeyBindings.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"223","10","The cmdlet 'Set-ScapeKeyBinding' does not have a help comment.","Set-ScapeKeyBinding","PSProvideCommentHelp","Information","KeyBindings.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\KeyBindings.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"244","10","The cmdlet 'Export-ScapeKeyBindings' does not have a help comment.","Export-ScapeKeyBindings","PSProvideCommentHelp","Information","KeyBindings.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\KeyBindings.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"289","10","The cmdlet 'Import-ScapeKeyBindings' does not have a help comment.","Import-ScapeKeyBindings","PSProvideCommentHelp","Information","KeyBindings.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\KeyBindings.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"331","10","The cmdlet 'Invoke-ScapeKeyBindingAction' does not have a help comment.","Invoke-ScapeKeyBindingAction","PSProvideCommentHelp","Information","KeyBindings.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\KeyBindings.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"289","10","The cmdlet 'Write-ScapeMenuRows' uses a plural noun. A singular noun should be used instead.","Write-ScapeMenuRows","PSUseSingularNouns","Warning","Renderer.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\Renderer.psm1","Write-ScapeMenuRows","Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent[]","False"
"180","51","The cmdlet 'Format-ScapeArtBlock' returns an object of type 'System.Object[]' but this type is not declared in the OutputType attribute.","return @()","PSUseOutputTypeCorrectly","Information","Renderer.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\Renderer.psm1",,,"False"
"183","9","The cmdlet 'Format-ScapeArtBlock' returns an object of type 'System.Object[]' but this type is not declared in the OutputType attribute.","return @($lines | ForEach-Object {
                $plain = $Script:AnsiStrip.Replace($_, '')
                $pad = [Math]::Max(0, [Math]::Floor(($ConsoleWidth - $plain.Length) / 2))
                Format-ScapeANSIMessage -Text ("" "" * $pad + $plain) -Flag $ColorFlag
            })","PSUseOutputTypeCorrectly","Information","Renderer.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\Renderer.psm1",,,"False"
"761","47","The parameter 'MenuId' has been declared but not used.","$MenuId","PSReviewUnusedParameter","Warning","Renderer.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\Renderer.psm1","MenuId",,"False"
"23","9","File 'Renderer.psm1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information.","Write-Host $Script:DisplayList.ToString() -NoNewline","PSAvoidUsingWriteHost","Warning","Renderer.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\Renderer.psm1",,,"False"
"61","10","The cmdlet 'Initialize-ScapeRenderer' does not have a help comment.","Initialize-ScapeRenderer","PSProvideCommentHelp","Information","Renderer.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\Renderer.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"121","10","The cmdlet 'Close-ScapeRenderer' does not have a help comment.","Close-ScapeRenderer","PSProvideCommentHelp","Information","Renderer.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\Renderer.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"401","10","The cmdlet 'Write-ScapeMenuBuffer' does not have a help comment.","Write-ScapeMenuBuffer","PSProvideCommentHelp","Information","Renderer.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\Renderer.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"464","10","The cmdlet 'Write-ScapeTransientView' does not have a help comment.","Write-ScapeTransientView","PSProvideCommentHelp","Information","Renderer.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\Renderer.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"502","10","The cmdlet 'Write-ScapeTreeView' does not have a help comment.","Write-ScapeTreeView","PSProvideCommentHelp","Information","Renderer.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\Renderer.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"572","10","The cmdlet 'Write-ScapeActionScreen' does not have a help comment.","Write-ScapeActionScreen","PSProvideCommentHelp","Information","Renderer.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\Renderer.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"688","10","The cmdlet 'Format-ScapeGridLayout' does not have a help comment.","Format-ScapeGridLayout","PSProvideCommentHelp","Information","Renderer.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\Renderer.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"757","10","The cmdlet 'Format-ScapeThemifiedMenuBuffer' does not have a help comment.","Format-ScapeThemifiedMenuBuffer","PSProvideCommentHelp","Information","Renderer.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\Renderer.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"312","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Renderer.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\Renderer.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"332","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Renderer.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\Renderer.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"336","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Renderer.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\Renderer.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"339","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Renderer.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\Renderer.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"351","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Renderer.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\Renderer.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"354","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Renderer.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\Renderer.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"418","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Renderer.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\Renderer.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"580","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Renderer.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\Renderer.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"583","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Renderer.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\Renderer.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"586","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Renderer.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\Renderer.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"589","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Renderer.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\Renderer.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"628","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Renderer.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\Renderer.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"630","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Renderer.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\Renderer.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"633","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Renderer.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\Renderer.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"640","80","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Renderer.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\Renderer.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"641","71","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Renderer.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\Renderer.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"643","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Renderer.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\Renderer.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"650","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Renderer.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\Renderer.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"657","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Renderer.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\Renderer.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"661","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Renderer.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\Renderer.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"665","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Renderer.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\Renderer.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"672","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Renderer.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\Renderer.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"676","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Renderer.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\Renderer.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
,,"Missing BOM encoding for non-ASCII encoded file 'Renderer.psm1'",,"PSUseBOMForUnicodeEncodedFile","Warning","Renderer.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\Renderer.psm1",,,"False"
"315","5","The variable 'wallChar' is assigned but never used.","$wallChar","PSUseDeclaredVarsMoreThanAssignments","Warning","Renderer.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\Renderer.psm1","wallChar",,"False"
"703","9","The variable 'reset' is assigned but never used.","$reset","PSUseDeclaredVarsMoreThanAssignments","Warning","Renderer.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\Renderer.psm1","reset",,"False"
"771","9","The variable 'reset' is assigned but never used.","$reset","PSUseDeclaredVarsMoreThanAssignments","Warning","Renderer.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\Renderer.psm1","reset",,"False"
"70","9","Empty catch block is used. Please use Write-Error or throw statements in catch blocks.","catch {}","PSAvoidUsingEmptyCatchBlock","Warning","Renderer.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\Renderer.psm1",,,"False"
"130","9","Empty catch block is used. Please use Write-Error or throw statements in catch blocks.","catch {}","PSAvoidUsingEmptyCatchBlock","Warning","Renderer.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\Renderer.psm1",,,"False"
"64","10","Function 'Set-ScapeViewportLocks' has verb that could change system state. Therefore, the function has to support 'ShouldProcess'.","Set-ScapeViewportLocks","PSUseShouldProcessForStateChangingFunctions","Warning","Responsivity.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\Responsivity.psm1",,,"False"
"64","10","The cmdlet 'Set-ScapeViewportLocks' uses a plural noun. A singular noun should be used instead.","Set-ScapeViewportLocks","PSUseSingularNouns","Warning","Responsivity.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\Responsivity.psm1","Set-ScapeViewportLocks","Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent[]","False"
"135","10","Function 'Start-ScapeRouter' has verb that could change system state. Therefore, the function has to support 'ShouldProcess'.","Start-ScapeRouter","PSUseShouldProcessForStateChangingFunctions","Warning","Router.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\Router.psm1",,,"False"
"170","13","The variable 'inputAsync' is assigned but never used.","$inputAsync","PSUseDeclaredVarsMoreThanAssignments","Warning","Router.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\Router.psm1","inputAsync",,"False"
"180","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Router.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\Router.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"188","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Router.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\Router.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"222","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Router.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\Router.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"140","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","StateObserver.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\StateObserver.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"154","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","StateObserver.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\StateObserver.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"159","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","StateObserver.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\StateObserver.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"198","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","StateObserver.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\StateObserver.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"260","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","StateObserver.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\StateObserver.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"273","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","StateObserver.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\StateObserver.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"316","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","StateObserver.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\StateObserver.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
